user_id,date,transaction_type,category,amount,payment_mode,location,notes,transaction_number
U059,2019-04-10,Expense,Travel,253.0,UPI,Kolkata,Uber to office,12275
U161,2019-04-10,Expense,Food,1666.0,Bank Transfer,Ahmedabad,,9000
U164,2019-04-10,Expense,Travel,624.0,Cash,Jaipur,,4854
U174,2019-04-10,Expense,Travel,378.0,Card,Jaipur,Netflix subscription,3954
U104,2019-04-10,Income,Bonus,44214.0,Cash,Hyderabad,Doctor visit,690
U124,2019-04-10,Expense,Food,2932.0,Cash,Bengaluru,Uber to office late,7605
U058,2019-04-09,Expense,Rent,690.0,UPI,Lucknow,,14922
U003,2019-04-09,Expense,Utilities,642.0,Bank Transfer,Kolkata,Dinner at resto,9140
U084,2019-04-09,Expense,Food,50.0,Card,Lucknow,,6752
U128,2019-04-09,Expense,Rent,601.0,UPI,Ahmedabad,Dinner at resto,12282
U109,2019-04-09,Expense,Food,1577.0,Bank Transfer,Jaipur,Uber to office,1437
U019,2019-04-09,Expense,Rent,704.0,UPI,Jaipur,Doctor visit via app,9962
U005,2019-04-09,Expense,Travel,334.0,UPI,Pune,Doctor visit,8366
U057,2019-04-09,Expense,Food,77.0,Cash,Kolkata,Grocery shopping via app,4407
U181,2019-04-09,Expense,Travel,523.0,Card,Bengaluru,Uber to office,8223
U012,2019-04-09,Income,Other Income,78506.0,UPI,Lucknow,Doctor visit,11107
U132,2019-04-09,Expense,Rent,22.0,UPI,Delhi,Monthly rent,5347
U182,2019-04-08,Expense,Utilities,107.0,Bank Transfer,Ahmedabad,Netflix subscription,11931
U145,2019-04-08,Income,Other Income,15985.0,Card,Jaipur,Gift,815
U184,2019-04-08,Expense,Rent,110.0,Cash,Ahmedabad,Paid electricity bill,5877
U096,2019-04-08,Expense,Education,491.0,Cash,Kolkata,Netflix subscription,7149
U037,2019-04-07,Expense,Utilities,611.0,Bank Transfer,Lucknow,Dinner at resto,2593
U095,2019-04-07,Expense,Rent,272.0,UPI,Chennai,Monthly rent,1662
U071,2019-04-07,Expense,Utilities,250.0,Card,Ahmedabad,Gift,12888
U048,2019-04-07,Expense,Food,898.0,Card,Kolkata,Dinner at resto,10211
U047,2019-04-06,Expense,Food,140.0,Card,Lucknow,Paid electricity bill,3077
U051,2019-04-06,Expense,Rent,369.0,UPI,Delhi,Netflix subscription cash,1166
U013,2019-04-06,Expense,Savings,179.0,Bank Transfer,Delhi,Uber to office via app,5091
U095,2019-04-06,Expense,Rent,629.0,Bank Transfer,Pune,Gift,5493
U002,2019-04-06,Expense,Savings,164.0,Bank Transfer,Bengaluru,Uber to office,1119
U068,2019-04-06,Income,Other Income,57873.0,Card,Bengaluru,Salary,4950
U042,2019-04-06,Expense,Travel,479.0,Bank Transfer,Delhi,,2695
U085,2019-04-06,Expense,Food,20.0,Cash,Pune,Salary,2883
U092,2019-04-06,Expense,Utilities,343.0,Card,Hyderabad,Monthly rent,12301
U066,2019-04-06,Expense,Food,448.0,Bank Transfer,Chennai,Uber to office,6451
U095,2019-04-06,Expense,Rent,781.0,Card,Kolkata,Paid electricity bill,14881
U019,2019-04-06,Expense,Food,5166.0,Card,Hyderabad,,11203
U034,2019-04-06,Expense,Entertainment,773.0,UPI,Lucknow,,12716
U055,2019-04-06,Expense,Health,55.0,Card,Kolkata,Doctor visit cash,5196
U132,2019-04-06,Expense,Rent,127.0,Bank Transfer,Chennai,Course fee,2419
U079,2019-04-06,Income,Bonus,52514.0,UPI,Pune,,14060
U030,2019-04-06,Expense,Others,668.0,UPI,Ahmedabad,Uber to office,7451
U192,2019-04-05,Income,Bonus,46988.0,UPI,Kolkata,Salary,9257
U075,2019-04-05,Expense,Rent,671.0,Card,Chennai,Grocery shopping,11071
U133,2019-04-05,Income,Other Income,63516.0,Card,Chennai,Uber to office,14007
U187,2019-04-05,Expense,Food,44.0,Bank Transfer,Chennai,Paid electricity bill,12023
U060,2019-04-05,Expense,Rent,182.0,Bank Transfer,Kolkata,Paid electricity bill via app,621
U150,2019-04-05,Expense,Rent,1119.0,Bank Transfer,Jaipur,,11923
U033,2019-04-05,Expense,Entertainment,801.0,Cash,Bengaluru,Salary,3834
U164,2019-04-04,Expense,Utilities,697.0,Cash,Kolkata,Course fee,7530
U113,2019-04-04,Expense,Rent,17.0,Bank Transfer,Ahmedabad,Course fee via app,11194
U054,2019-04-04,Expense,Utilities,910.0,Cash,Mumbai,,4576
U174,2019-04-04,Expense,Rent,34.0,Cash,Kolkata,Course fee,3378
U112,2019-04-04,Expense,Education,999999.0,Cash,Ahmedabad,Uber to office,12905
U118,2019-04-04,Expense,Others,36.0,Card,Chennai,Gift,10850
U019,2019-04-04,Expense,Food,310.0,UPI,Hyderabad,Paid electricity bill,10753
U041,2019-04-04,Expense,Education,630.0,UPI,Pune,Gift,3826
U076,2019-04-04,Expense,Entertainment,207.0,UPI,Pune,,9664
U143,2019-04-04,Expense,Travel,148.0,Cash,Delhi,Paid electricity bill,4672
U154,2019-04-04,Expense,Food,116.0,Card,Hyderabad,Monthly rent via app,14936
U159,2019-04-04,Income,Bonus,71203.0,UPI,Delhi,,4242
U115,2019-04-03,Expense,Food,1372.0,Cash,Bengaluru,Monthly rent,5331
U060,2019-04-03,Income,Salary,72799.0,Cash,Hyderabad,Grocery shopping,4251
U099,2019-04-03,Expense,Rent,708.0,UPI,Hyderabad,Course fee via app,11653
U041,2019-04-03,Expense,Savings,263.0,Cash,Bengaluru,Uber to office cash,14810
U080,2019-04-03,Expense,Savings,695.0,Cash,Ahmedabad,Gift,7836
U128,2019-04-03,Expense,Food,1514.0,Card,Ahmedabad,Paid electricity bill,9453
U126,2019-04-03,Expense,Rent,713.0,Bank Transfer,Jaipur,Uber to office,11713
U162,2019-04-03,Expense,Rent,356.0,Cash,Lucknow,Grocery shopping,565
U076,2019-04-03,Expense,Food,65.0,UPI,Hyderabad,Salary cash,11843
U124,2019-04-03,Income,Bonus,64761.0,Card,Ahmedabad,Doctor visit,1089
U158,2019-04-03,Income,Salary,62538.0,Card,Bengaluru,Salary,8039
U170,2019-04-03,Expense,Food,3030.0,Bank Transfer,Pune,Salary,11088
U134,2019-04-02,Income,Bonus,45883.0,Card,Mumbai,Course fee cash,13394
U113,2019-04-02,Income,Bonus,58056.0,Card,Lucknow,Netflix subscription,13359
U149,2019-04-02,Expense,Utilities,218.0,Cash,Ahmedabad,Monthly rent,1823
U174,2019-04-02,Expense,Travel,287.0,Bank Transfer,Bengaluru,Monthly rent,11186
U113,2019-04-02,Expense,Travel,1978.0,Bank Transfer,Lucknow,Paid electricity bill cash,13539
U015,2019-04-02,Expense,Rent,310.0,Card,Chennai,Course fee,13255
U177,2019-04-02,Expense,Rent,300.0,Cash,Jaipur,Salary,1171
U150,2019-04-02,Expense,Rent,556.0,Bank Transfer,Delhi,Salary late,282
U123,2019-04-02,Expense,Rent,213.0,UPI,Ahmedabad,,10810
U028,2019-04-02,Expense,Others,47.0,Bank Transfer,Hyderabad,Netflix subscription,2436
U120,2019-04-02,Income,Salary,71419.0,Bank Transfer,Lucknow,Monthly rent,10021
U007,2019-04-02,Income,Bonus,70811.0,UPI,Bengaluru,Grocery shopping,1940
U076,2019-04-02,Expense,Rent,788.0,Card,Mumbai,Grocery shopping,9383
U151,2019-04-01,Expense,Rent,286.0,Bank Transfer,Jaipur,Doctor visit,2316
U103,2019-04-01,Income,Bonus,69445.0,UPI,Pune,Paid electricity bill,8811
U002,2019-04-01,Expense,Rent,1005.0,Card,Delhi,Doctor visit late,11710
U038,2019-04-01,Expense,Savings,418.0,Bank Transfer,Delhi,Course fee,3406
U065,2019-04-01,Expense,Health,179.0,UPI,Lucknow,Uber to office,7446
U160,2019-04-01,Expense,Utilities,1730.0,Cash,Pune,Doctor visit,3464
U084,2019-04-01,Expense,Food,101.0,Card,Pune,Uber to office late,10253
U074,2019-04-01,Income,Bonus,62292.0,Bank Transfer,Delhi,Course fee,287
U097,2019-04-01,Expense,Utilities,1130.0,Card,Hyderabad,Gift late,11914
U025,2019-04-01,Expense,Rent,1299.0,Bank Transfer,Kolkata,Dinner at resto,11273
U036,2019-04-01,Expense,Rent,598.0,Card,Jaipur,,9423
U190,2019-03-31,Expense,Utilities,1426.0,UPI,Jaipur,Uber to office,9627
U189,2019-03-31,Income,Other Income,61905.0,UPI,Kolkata,Netflix subscription,7801
U046,2019-03-31,Expense,Travel,4150.0,Card,Pune,Netflix subscription,9444
U040,2019-03-31,Expense,Food,2182.0,Bank Transfer,Chennai,Paid electricity bill,2454
U031,2019-03-30,Expense,Entertainment,390.0,Cash,Ahmedabad,Gift,11718
U018,2019-03-30,Expense,Rent,195.0,Cash,Hyderabad,Paid electricity bill,7990
U003,2019-03-30,Expense,Rent,1220.0,UPI,Pune,,4116
U192,2019-03-30,Expense,Rent,1427.0,UPI,Hyderabad,Salary,11383
U146,2019-03-30,Income,Other Income,66004.0,Cash,Chennai,Paid electricity bill,3738
U031,2019-03-30,Expense,Food,1476.0,Bank Transfer,Pune,,5534
U023,2019-03-30,Expense,Rent,29.0,Bank Transfer,Bengaluru,Netflix subscription,12259
U081,2019-03-29,Expense,Food,117.0,Cash,Hyderabad,Course fee,9228
U065,2019-03-29,Expense,Savings,205.0,Cash,Pune,Dinner at resto,4492
U029,2019-03-29,Expense,Utilities,184.0,Card,Pune,Dinner at resto,7014
U147,2019-03-29,Income,Salary,43306.0,UPI,Kolkata,Dinner at resto via app,8701
U036,2019-03-29,Expense,Food,1641.0,Card,Mumbai,Course fee cash,3682
U043,2019-03-29,Expense,Food,493.0,UPI,Ahmedabad,Monthly rent,11172
U092,2019-03-29,Expense,Rent,176.0,Card,Chennai,Uber to office,8109
U190,2019-03-29,Expense,Savings,272.0,Bank Transfer,Hyderabad,Uber to office,13474
U163,2019-03-28,Expense,Others,1553.0,UPI,Pune,,5454
U121,2019-03-28,Income,Salary,70098.0,UPI,Ahmedabad,,2910
U063,2019-03-28,Expense,Rent,1305.0,Bank Transfer,Bengaluru,Uber to office,8159
U182,2019-03-28,Expense,Food,201.0,Card,Lucknow,,3633
U029,2019-03-28,Expense,Rent,489.0,Bank Transfer,Hyderabad,Doctor visit,12471
U045,2019-03-28,Expense,Rent,1648.0,Cash,Kolkata,Grocery shopping,6704
U108,2019-03-28,Expense,Entertainment,258.0,UPI,Ahmedabad,Paid electricity bill,13079
U127,2019-03-28,Expense,Travel,163.0,Bank Transfer,Mumbai,Course fee,9967
U187,2019-03-28,Expense,Rent,341.0,Card,Ahmedabad,Netflix subscription,2490
U021,2019-03-28,Expense,Food,1554.0,Cash,Delhi,,6168
U084,2019-03-28,Expense,Entertainment,738.0,Cash,Ahmedabad,Uber to office,6661
U114,2019-03-28,Expense,Entertainment,370.0,Bank Transfer,Hyderabad,Monthly rent via app,32
U146,2019-03-28,Expense,Rent,3242.0,Card,Bengaluru,Gift cash,13617
U075,2019-03-27,Expense,Food,470.0,UPI,Pune,Netflix subscription,2105
U142,2019-03-27,Income,Salary,49588.0,UPI,Ahmedabad,Gift,12777
U135,2019-03-27,Expense,Food,163.0,Bank Transfer,Chennai,Doctor visit,8676
U037,2019-03-27,Expense,Rent,867.0,UPI,Bengaluru,Monthly rent late,13252
U014,2019-03-26,Expense,Others,60.0,Card,Ahmedabad,Salary,11044
U181,2019-03-26,Expense,Food,3862.0,Cash,Kolkata,,14918
U064,2019-03-26,Expense,Food,62.0,Cash,Pune,Salary,5768
U141,2019-03-26,Expense,Food,245.0,Cash,Bengaluru,,2663
U169,2019-03-26,Expense,Travel,3108.0,Bank Transfer,Ahmedabad,,13201
U154,2019-03-26,Expense,Utilities,304.0,UPI,Hyderabad,Gift,4033
U089,2019-03-26,Expense,Entertainment,1798.0,UPI,Bengaluru,,5465
U124,2019-03-26,Expense,Savings,518.0,UPI,Chennai,Salary,5143
U084,2019-03-26,Expense,Travel,217.0,Card,Ahmedabad,Dinner at resto via app,14706
U074,2019-03-26,Expense,Education,190.0,Card,Bengaluru,Dinner at resto,3891
U110,2019-03-26,Income,Bonus,80518.0,UPI,Delhi,Uber to office,231
U039,2019-03-26,Expense,Travel,2389.0,Card,Chennai,Netflix subscription cash,11300
U124,2019-03-26,Expense,Food,512.0,Bank Transfer,Mumbai,Doctor visit,6174
U159,2019-03-26,Expense,Rent,206.0,Card,Hyderabad,Monthly rent,1227
U028,2019-03-26,Expense,Rent,8424.0,UPI,Chennai,Dinner at resto,11624
U074,2019-03-25,Expense,Food,3773.0,Bank Transfer,Lucknow,Doctor visit,14635
U116,2019-03-25,Income,Bonus,68079.0,Card,Pune,Dinner at resto via app,326
U014,2019-03-25,Income,Salary,42776.0,Cash,Hyderabad,Salary,4913
U134,2019-03-25,Expense,Food,298.0,Cash,Kolkata,Salary,1856
U105,2019-03-25,Expense,Rent,1857.0,UPI,Kolkata,Dinner at resto,2639
U190,2019-03-25,Expense,Utilities,248.0,Cash,Pune,Grocery shopping via app,5296
U014,2019-03-25,Expense,Utilities,341.0,Cash,Lucknow,Gift,4670
U076,2019-03-25,Expense,Rent,273.0,Cash,Jaipur,Paid electricity bill late,9929
U005,2019-03-25,Expense,Others,39.0,Cash,Lucknow,Uber to office,5996
U030,2019-03-25,Expense,Savings,375.0,Card,Kolkata,Course fee via app,10830
U019,2019-03-25,Expense,Rent,1521.0,Bank Transfer,Delhi,Netflix subscription,2801
U043,2019-03-24,Income,Other Income,40150.0,Bank Transfer,Kolkata,Salary,6375
U094,2019-03-24,Expense,Food,184.0,Cash,Jaipur,Grocery shopping,11924
U076,2019-03-24,Expense,Utilities,888.0,Card,Pune,,11920
U180,2019-03-24,Expense,Rent,129.0,Card,Mumbai,Dinner at resto,14681
U120,2019-03-24,Expense,Others,1089.0,Card,Jaipur,Course fee,12340
U184,2019-03-24,Expense,Travel,28.0,Cash,Delhi,Doctor visit,942
U082,2019-03-24,Expense,Food,468.0,Card,Mumbai,Gift,2064
U011,2019-03-24,Income,Salary,72187.0,Cash,Mumbai,Netflix subscription,1154
U096,2019-03-24,Expense,Others,539.0,Card,Ahmedabad,Uber to office late,7425
U181,2019-03-24,Expense,Food,415.0,Bank Transfer,Jaipur,,10071
U133,2019-03-23,Expense,Health,77.0,Bank Transfer,Chennai,Doctor visit,3523
U055,2019-03-23,Expense,Rent,484.0,Card,Pune,Gift late,7053
U013,2019-03-23,Expense,Travel,110.0,Card,Ahmedabad,Grocery shopping,14682
U053,2019-03-23,Expense,Rent,631.0,Bank Transfer,Lucknow,Dinner at resto,11258
U071,2019-03-23,Expense,Travel,1975.0,Cash,Bengaluru,,915
U051,2019-03-23,Expense,Rent,980.0,Card,Jaipur,Salary,10952
U107,2019-03-23,Expense,Rent,234.0,Cash,Hyderabad,Grocery shopping,1710
U034,2019-03-23,Expense,Health,73.0,Bank Transfer,Delhi,Doctor visit,6762
U008,2019-03-23,Income,Bonus,86907.0,UPI,Lucknow,,3098
U154,2019-03-23,Expense,Travel,606.0,Card,Chennai,Course fee late,4138
U050,2019-03-22,Expense,Food,963.0,Card,Hyderabad,Uber to office cash,5710
U052,2019-03-22,Income,Other Income,48749.0,Cash,Kolkata,Monthly rent,10762
U165,2019-03-22,Income,Other Income,46909.0,Card,Jaipur,Dinner at resto,3510
U160,2019-03-21,Income,Other Income,45533.0,Bank Transfer,Mumbai,Salary,1678
U063,2019-03-21,Expense,Food,421.0,Cash,Jaipur,Course fee cash,3800
U192,2019-03-21,Expense,Food,1751.0,Bank Transfer,Lucknow,Monthly rent,10597
U130,2019-03-21,Income,Bonus,74607.0,UPI,Hyderabad,,11981
U127,2019-03-21,Expense,Food,815.0,Cash,Kolkata,Course fee,9628
U016,2019-03-21,Expense,Entertainment,223.0,Card,Pune,Monthly rent via app,1404
U132,2019-03-21,Income,Salary,58278.0,UPI,Jaipur,Grocery shopping,4268
U070,2019-03-21,Expense,Food,44.0,Bank Transfer,Ahmedabad,Uber to office,6432
U012,2019-03-21,Expense,Savings,2975.0,Card,Kolkata,Paid electricity bill,11372
U107,2019-03-21,Expense,Rent,145.0,UPI,Delhi,Netflix subscription late,3593
U141,2019-03-21,Expense,Travel,94.0,Card,Mumbai,Doctor visit,13446
U054,2019-03-20,Expense,Rent,85.0,UPI,Delhi,Paid electricity bill,6700
U137,2019-03-20,Income,Salary,63010.0,UPI,Jaipur,Gift,13681
U189,2019-03-20,Expense,Utilities,4878.0,Card,Bengaluru,Gift,8688
U187,2019-03-20,Expense,Entertainment,4479.0,Card,Ahmedabad,Paid electricity bill,503
U090,2019-03-20,Expense,Food,94.0,Card,Lucknow,Salary,2104
U110,2019-03-20,Expense,Entertainment,3194.0,UPI,Pune,Netflix subscription,11111
U190,2019-03-20,Income,Other Income,47094.0,Bank Transfer,Mumbai,Monthly rent,7136
U135,2019-03-20,Expense,Food,-477.0,Cash,Pune,Netflix subscription,6660
U082,2019-03-19,Income,Other Income,52201.0,Cash,Ahmedabad,Grocery shopping,9139
U022,2019-03-19,Expense,Entertainment,1084.0,Card,Mumbai,Paid electricity bill,1412
U016,2019-03-19,Expense,Utilities,774.0,Bank Transfer,Hyderabad,Dinner at resto via app,5526
U152,2019-03-19,Income,Salary,32422.0,Cash,Mumbai,,3085
U189,2019-03-19,Expense,Travel,131.0,Bank Transfer,Pune,,8854
U061,2019-03-19,Expense,Travel,3394.0,Bank Transfer,Ahmedabad,Gift,2731
U177,2019-03-19,Expense,Rent,1495.0,UPI,Lucknow,Doctor visit,4830
U186,2019-03-18,Expense,Others,505.0,UPI,Lucknow,Uber to office,6589
U003,2019-03-18,Expense,Food,368.0,Card,Hyderabad,Monthly rent,10051
U046,2019-03-18,Expense,Utilities,10333.0,Cash,Bengaluru,,4906
U030,2019-03-18,Expense,Travel,653.0,Bank Transfer,Delhi,,8814
U138,2019-03-18,Expense,Food,294.0,Card,Mumbai,Course fee,14620
U112,2019-03-18,Income,Other Income,48098.0,UPI,Hyderabad,,14345
U190,2019-03-18,Expense,Travel,980.0,Bank Transfer,Chennai,Doctor visit,14463
U154,2019-03-18,Income,Bonus,49311.0,Bank Transfer,Bengaluru,Gift,10983
U034,2019-03-18,Expense,Food,75.0,Cash,Mumbai,Gift via app,8107
U090,2019-03-18,Expense,Travel,967.0,Card,Mumbai,Monthly rent,9134
U104,2019-03-17,Expense,Education,3018.0,UPI,Jaipur,Netflix subscription,14863
U054,2019-03-17,Expense,Entertainment,1394.0,Bank Transfer,Pune,Course fee cash,6087
U055,2019-03-17,Expense,Food,935.0,Card,Hyderabad,Netflix subscription cash,10214
U131,2019-03-17,Expense,Food,912.0,Bank Transfer,Kolkata,Grocery shopping,10535
U093,2019-03-17,Expense,Food,159.0,UPI,Jaipur,Dinner at resto,2977
U103,2019-03-17,Expense,Others,178.0,UPI,Bengaluru,Paid electricity bill,4545
U078,2019-03-17,Expense,Utilities,1165.0,UPI,Delhi,,5554
U159,2019-03-17,Expense,Food,146.0,UPI,Chennai,Dinner at resto via app,4128
U067,2019-03-17,Income,Salary,84591.0,Card,Chennai,Dinner at resto,1314
U107,2019-03-17,Expense,Utilities,1457.0,Bank Transfer,Delhi,Course fee,6417
U029,2019-03-17,Income,Salary,68355.0,UPI,Jaipur,Monthly rent,14008
U138,2019-03-16,Income,Bonus,68419.0,UPI,Chennai,Doctor visit,6209
U185,2019-03-16,Expense,Food,496.0,Bank Transfer,Lucknow,Netflix subscription,11812
U084,2019-03-16,Income,Bonus,63054.0,UPI,Kolkata,Paid electricity bill,13018
U034,2019-03-16,Expense,Food,206.0,Card,Jaipur,Paid electricity bill,11911
U145,2019-03-16,Expense,Rent,17286.0,Cash,Delhi,Doctor visit,100
U080,2019-03-16,Income,Other Income,55838.0,UPI,Jaipur,Gift late,11423
U116,2019-03-16,Expense,Travel,121.0,UPI,Mumbai,Course fee,11414
U091,2019-03-16,Expense,Entertainment,388.0,Cash,Lucknow,Doctor visit,2375
U131,2019-03-16,Expense,Rent,239.0,UPI,Ahmedabad,Gift,12193
U130,2019-03-16,Expense,Food,633.0,UPI,Mumbai,Dinner at resto,10520
U176,2019-03-16,Expense,Food,429.0,Card,Lucknow,Netflix subscription,7231
U156,2019-03-16,Expense,Rent,353.0,Bank Transfer,Ahmedabad,Doctor visit,4833
U140,2019-03-16,Expense,Rent,103.0,Bank Transfer,Pune,,7284
U116,2019-03-16,Expense,Food,207.0,Bank Transfer,Jaipur,Dinner at resto,10116
U096,2019-03-15,Expense,Food,388.0,Bank Transfer,Bengaluru,Netflix subscription,5845
U093,2019-03-15,Expense,Food,134.0,Cash,Bengaluru,Grocery shopping,11336
U190,2019-03-15,Expense,Entertainment,1981.0,UPI,Jaipur,Salary,3478
U125,2019-03-14,Expense,Rent,65.0,UPI,Mumbai,Gift,12612
U190,2019-03-14,Expense,Rent,65.0,Cash,Ahmedabad,Salary,2144
U189,2019-03-14,Expense,Food,139.0,Card,Kolkata,Monthly rent via app,1986
U074,2019-03-14,Expense,Food,947.0,Card,Pune,Monthly rent cash,5449
U054,2019-03-14,Expense,Others,66.0,Bank Transfer,Kolkata,Salary,1859
U073,2019-03-14,Expense,Food,368.0,Bank Transfer,Jaipur,Paid electricity bill,12603
U095,2019-03-14,Expense,Food,1286.0,Card,Delhi,Gift,2225
U122,2019-03-14,Expense,Food,508.0,Cash,Lucknow,Gift,8844
U033,2019-03-14,Income,Other Income,67201.0,UPI,Chennai,Gift late,11831
U158,2019-03-14,Expense,Food,183.0,UPI,Ahmedabad,Grocery shopping via app,5626
U184,2019-03-14,Expense,Others,217.0,Cash,Ahmedabad,Paid electricity bill,5889
U190,2019-03-14,Expense,Food,134.0,Cash,Mumbai,Netflix subscription,852
U023,2019-03-13,Expense,Travel,617.0,Cash,Ahmedabad,Course fee,13425
U092,2019-03-13,Expense,Rent,446.0,Bank Transfer,Bengaluru,Course fee,11428
U137,2019-03-13,Expense,Entertainment,346.0,Bank Transfer,Delhi,Salary,3232
U112,2019-03-13,Expense,Travel,2948.0,Bank Transfer,Kolkata,Monthly rent,11448
U054,2019-03-13,Expense,Food,213.0,UPI,Hyderabad,Dinner at resto,83
U141,2019-03-13,Income,Other Income,49879.0,Bank Transfer,Delhi,Course fee,226
U076,2019-03-13,Expense,Education,31.0,Card,Ahmedabad,Gift,1653
U188,2019-03-13,Expense,Food,1535.0,UPI,Hyderabad,Netflix subscription,3387
U061,2019-03-13,Expense,Entertainment,556.0,Cash,Delhi,Paid electricity bill late,2995
U145,2019-03-13,Expense,Food,386.0,Bank Transfer,Hyderabad,Doctor visit,14089
U044,2019-03-12,Income,Other Income,43924.0,Card,Jaipur,Doctor visit,12589
U169,2019-03-12,Expense,Health,108.0,UPI,Delhi,Gift,12115
U013,2019-03-12,Expense,Food,517.0,UPI,Jaipur,Gift,10064
U134,2019-03-12,Expense,Travel,358.0,Bank Transfer,Lucknow,Grocery shopping late,4669
U079,2019-03-12,Expense,Food,1315.0,Card,Bengaluru,Uber to office,3402
U133,2019-03-12,Expense,Rent,88.0,Bank Transfer,Mumbai,Gift,12254
U123,2019-03-12,Income,Other Income,53266.0,Card,Ahmedabad,Dinner at resto,14395
U012,2019-03-12,Expense,Entertainment,233.0,Card,Mumbai,Grocery shopping via app,14380
U157,2019-03-12,Expense,Savings,54.0,Card,Mumbai,Uber to office,7844
U040,2019-03-11,Expense,Utilities,816.0,Bank Transfer,Bengaluru,Grocery shopping,695
U029,2019-03-11,Expense,Food,590.0,Cash,Bengaluru,Monthly rent,4522
U018,2019-03-11,Expense,Utilities,122.0,UPI,Delhi,Uber to office,8948
U026,2019-03-11,Expense,Entertainment,302.0,Cash,Chennai,Monthly rent,14779
U069,2019-03-11,Expense,Rent,855.0,Card,Chennai,,9226
U025,2019-03-11,Expense,Travel,482.0,Cash,Jaipur,Dinner at resto,11469
U076,2019-03-11,Expense,Food,81.0,UPI,Kolkata,Doctor visit,14318
U096,2019-03-10,Expense,Food,1915.0,UPI,Lucknow,Doctor visit cash,13885
U051,2019-03-10,Expense,Entertainment,136.0,Cash,Delhi,Gift,5827
U014,2019-03-10,Expense,Food,70.0,Bank Transfer,Lucknow,Paid electricity bill cash,9872
U084,2019-03-10,Expense,Food,504.0,Bank Transfer,Chennai,Uber to office,11400
U138,2019-03-10,Expense,Others,2424.0,Cash,Delhi,,8755
U133,2019-03-10,Income,Salary,84045.0,Bank Transfer,Delhi,Grocery shopping,14326
U070,2019-03-10,Expense,Travel,1354.0,UPI,Ahmedabad,,370
U120,2019-03-10,Expense,Utilities,1165.0,Cash,Pune,Monthly rent via app,11341
U190,2019-03-10,Expense,Rent,126.0,Card,Pune,Paid electricity bill,11689
U101,2019-03-10,Expense,Rent,7512.0,UPI,Kolkata,Netflix subscription via app,527
U177,2019-03-10,Expense,Entertainment,598.0,Cash,Bengaluru,Salary,14821
U131,2019-03-10,Expense,Rent,1024.0,Card,Kolkata,,11934
U059,2019-03-10,Expense,Rent,340.0,UPI,Ahmedabad,Uber to office,6247
U068,2019-03-10,Expense,Food,499.0,UPI,Ahmedabad,Dinner at resto,1094
U036,2019-03-10,Expense,Travel,626.0,UPI,Delhi,,3371
U117,2019-03-09,Expense,Rent,1208.0,Bank Transfer,Delhi,Grocery shopping,7940
U117,2019-03-09,Expense,Entertainment,398.0,Cash,Mumbai,Gift,5767
U083,2019-03-09,Income,Salary,75945.0,Cash,Pune,Dinner at resto,10842
U066,2019-03-09,Expense,Rent,431.0,UPI,Kolkata,Salary,13220
U087,2019-03-09,Expense,Rent,60.0,Bank Transfer,Jaipur,Course fee,12727
U102,2019-03-09,Expense,Food,200.0,Card,Hyderabad,Dinner at resto,13773
U134,2019-03-09,Expense,Others,270.0,UPI,Ahmedabad,Uber to office,8052
U101,2019-03-08,Expense,Rent,623.0,UPI,Hyderabad,Salary,14412
U103,2019-03-08,Expense,Food,21.0,Cash,Mumbai,Salary,6000
U147,2019-03-08,Income,Salary,60680.0,Bank Transfer,Mumbai,Dinner at resto,11360
U111,2019-03-08,Income,Bonus,80245.0,Cash,Hyderabad,Paid electricity bill via app,5744
U189,2019-03-08,Expense,Food,270.0,Bank Transfer,Jaipur,Salary,590
U127,2019-03-08,Income,Bonus,17885.0,Bank Transfer,Lucknow,Uber to office via app,6187
U057,2019-03-08,Expense,Travel,309.0,Bank Transfer,Ahmedabad,Course fee,8357
U180,2019-03-07,Expense,Utilities,73.0,UPI,Bengaluru,Grocery shopping cash,12208
U033,2019-03-07,Expense,Food,118.0,Card,Hyderabad,Course fee,13325
U108,2019-03-07,Expense,Entertainment,455.0,Bank Transfer,Hyderabad,Gift,61
U067,2019-03-07,Expense,Rent,43.0,Card,Hyderabad,Gift,557
U055,2019-03-07,Expense,Food,4515.0,Bank Transfer,Lucknow,Course fee,3213
U065,2019-03-07,Expense,Others,71.0,Bank Transfer,Lucknow,Salary via app,3642
U174,2019-03-07,Expense,Food,529.0,Cash,Delhi,Gift,13950
U089,2019-03-07,Expense,Health,2536.0,UPI,Hyderabad,Uber to office cash,7076
U015,2019-03-07,Expense,Rent,220.0,UPI,Mumbai,,6389
U161,2019-03-07,Expense,Entertainment,3091.0,Card,Mumbai,Course fee,7914
U163,2019-03-06,Expense,Rent,216.0,Card,Mumbai,,6608
U189,2019-03-06,Expense,Savings,443.0,Bank Transfer,Delhi,Dinner at resto cash,904
U055,2019-03-06,Expense,Utilities,1330.0,UPI,Ahmedabad,Gift,12872
U115,2019-03-06,Expense,Entertainment,1296.0,UPI,Jaipur,,11642
U070,2019-03-06,Expense,Entertainment,1234.0,Bank Transfer,Hyderabad,Uber to office cash,13852
U104,2019-03-06,Expense,Travel,410.0,Bank Transfer,Hyderabad,Paid electricity bill,5620
U059,2019-03-06,Expense,Food,115.0,Bank Transfer,Kolkata,Grocery shopping,1182
U113,2019-03-06,Expense,Entertainment,1005.0,UPI,Chennai,Paid electricity bill,11638
